entry_id,raw_text,surname,first_name,first_name_expanded,suffix,occupation,relationship_type,related_to_name,age,origin,descriptor,additional_persons,additional_persons_count,entry_type,confidence,flags
3239,"Roderwalter, Nicholas' daughter",Roderwalter,,,,,daughter,Nicholas,,,,,,named,high,
3240,"Rodman, Sarah – of R. Island",Rodman,Sarah,Sarah,,of R. Island,,,,,of R. Island,,,named,high,
3241,"Rogers, Benjamin's child",Rogers,,,,,child,Benjamin,,,,,,named,high,
3242,"Rogers, Gilbert and child",Rogers,Gilbert and child,Gilbert and child,,,,,,,,,,named,high,
3243,"Rogers, Hannah, wife of Rev. Wm. Rogers",Rogers,Hannah,Hannah,,wife of Rev. Wm. Rogers,wife,,,,wife of Rev. Wm. Rogers,,,named,high,
3244,"Rogers, John – corder",Rogers,John,John,,corder,,,,,corder,,,named,high,
3245,"Rogers, Margaret",Rogers,Margaret,Margaret,,,,,,,,,,named,high,
3246,"Rohr, John's daughter",Rohr,,,,,daughter,John,,,,,,named,high,
3247,"Roman, John – currier",Roman,John,John,,currier,,,,,currier,,,named,high,
3248,"Roney, Elizabeth – servant",Roney,Elizabeth,Elizabeth,,servant,servant,,,,servant,,,named,high,
3249,"Roone, Magdalen",Roone,Magdalen,Magdalen,,,,,,,,,,named,high,
3250,"Roring, Susannah",Roring,Susannah,Susannah,,,,,,,,,,named,high,
3251,"Ross, Hugh – blacksmith – wife and son",Ross,Hugh,Hugh,,blacksmith – wife,wife,,,,blacksmith – wife,son,,named,high,
3252,"Ross, John",Ross,John,John,,,,,,,,,,named,high,
3253,"Rost, Wm. – shoemaker",Rost,Wm.,William,,shoemaker,,,,,shoemaker,,,named,high,
3254,"Rotherwalter, Mary",Rotherwalter,Mary,Mary,,,,,,,,,,named,high,
3255,"Rott, Jacob Rix – a lad",Rott,Jacob Rix,Jacob Rix,,a lad,,,,,a lad,,,named,high,
3256,"Rott, Rofina – a servant",Rott,Rofina,Rofina,,a servant,servant,,,,a servant,,,named,high,
3257,"Roulson,5 William – see Coulson",Roulson,5 William,5 William,,see Coulson,,,,,see Coulson,,,named,high,
3258,"Rouris, Henry's daughter",Rouris,,,,,daughter,Henry,,,,,,named,high,
3259,"Roush, Elizabeth",Roush,Elizabeth,Elizabeth,,,,,,,,,,named,high,
3260,"Rowan, James – storekeeper",Rowan,James,James,,storekeeper,,,,,storekeeper,,,named,high,
3261,"Rowe, John",Rowe,John,John,,,,,,,,,,named,high,
3262,"Rowe, John – carpenter",Rowe,John,John,,carpenter,,,,,carpenter,,,named,high,
3263,"Ruber, Barbara",Ruber,Barbara,Barbara,,,,,,,,,,named,high,
3264,"Ruckhard, Catharine",Ruckhard,Catharine,Catharine,,,,,,,,,,named,high,
3265,"Rudolph, John",Rudolph,John,John,,,,,,,,,,named,high,
3266,"Rugan, John's daughter",Rugan,,,,,daughter,John,,,,,,named,high,
3267,"Rugers, John",Rugers,John,John,,,,,,,,,,named,high,
3268,"Ruhl, Frederic's son",Ruhl,,,,,son,Frederic,,,,,,named,high,
3269,"Ruleford, John – labourer",Ruleford,John,John,,labourer,,,,,labourer,,,named,high,
3270,"Rump, Jacob's child",Rump,,,,,child,Jacob,,,,,,named,high,
3271,"Runkel, Rofina",Runkel,Rofina,Rofina,,,,,,,,,,named,high,
3272,"Rush, Leonard – shoemaker",Rush,Leonard,Leonard,,shoemaker,,,,,shoemaker,,,named,high,
3273,"Rush, Mary – widow",Rush,Mary,Mary,,,widow,,,,,,,named,high,
3274,"Rush, William's child",Rush,,,,,child,William,,,,,,named,high,
3275,"Russel, Thomas – sailopr",Russel,Thomas,Thomas,,sailopr,,,,,sailopr,,,named,high,
3276,"Rust, Leonard – tailor",Rust,Leonard,Leonard,,tailor,,,,,tailor,,,named,high,
3277,"Rutherford, Wm",Rutherford,Wm,William,,,,,,,,,,named,high,
3278,"Rutter, daughter",Rutter,daughter,daughter,,,,,,,,,,named,high,
3279,"Rutter, Jacob",Rutter,Jacob,Jacob,,,,,,,,,,named,high,
3280,"Rutter, Margaret",Rutter,Margaret,Margaret,,,,,,,,,,named,high,
3281,"Rutter, Samuel's 2 children",Rutter,,,,,children,Samuel,,,,,2,named,high,
3282,"Ryan, Lucy",Ryan,Lucy,Lucy,,,,,,,,,,named,high,
3283,"Ryan, Mr.",Ryan,Mr.,Mr.,,,,,,,,,,named,high,
3284,Saberne ___ Fr.,Saberne ___ Fr.,,,,,,,,,,,,unnamed,medium,
3285,"Salter, Abraham",Salter,Abraham,Abraham,,,,,,,,,,named,high,
3286,"Samms, Isaac",Samms,Isaac,Isaac,,,,,,,,,,named,high,
3287,"Sampson, Mary",Sampson,Mary,Mary,,,,,,,,,,named,high,
3288,"Sanders, John – buttonmaker",Sanders,John,John,,buttonmaker,,,,,buttonmaker,,,named,high,
3289,"Sattersfield, John's wife",Sattersfield,,,,,wife,John,,,,,,named,high,
3290,"Saub, Elizabeth",Saub,Elizabeth,Elizabeth,,,,,,,,,,named,high,
3291,"Sauber, Frederic",Sauber,Frederic,Frederic,,,,,,,,,,named,high,
3292,"Saubier, __, wife",Saubier,,,,wife,wife,,,,wife,,,named,medium,unknown_first_name
3293,"Saubiers, Robert – blacksmith",Saubiers,Robert,Robert,,blacksmith,,,,,blacksmith,,,named,high,
3294,"Sawyer, Jacob – baker",Sawyer,Jacob,Jacob,,baker,,,,,baker,,,named,high,
3295,"Say, Dr. Benjamin's wife and daughter",Say,,,,,wife,Dr. Benjamin,,,,ughter,,named,high,
3296,"Sayer, Leonard's wife",Sayer,,,,,wife,Leonard,,,,,,named,high,
3297,"Saylor, Matthias– ainter – his wife & sister",Saylor,Matthias– ainter,Matthias– ainter,,his wife & sister,wife,,,,his wife & sister,,,named,high,
3298,"Scantling, John – porter",Scantling,John,John,,porter,,,,,porter,,,named,high,
3299,"Scantling, Jonathan",Scantling,Jonathan,Jonathan,,,,,,,,,,named,high,
3300,"Schaff, Mary",Schaff,Mary,Mary,,,,,,,,,,named,high,
3301,"Schaffer, Adam – labourer",Schaffer,Adam,Adam,,labourer,,,,,labourer,,,named,high,
3302,"Schaffer, George – cooper",Schaffer,George,George,,cooper,,,,,cooper,,,named,high,
3303,"Schaffer, Jacob",Schaffer,Jacob,Jacob,,,,,,,,,,named,high,
3304,"Scheiffells, ___, widow",Scheiffells,,,,,widow,,,,,,,unnamed,medium,unknown_first_name
3305,"Schmidt, George and child",Schmidt,George and child,George and child,,,,,,,,,,named,high,
3306,"Schmidt, Henry and wife",Schmidt,Henry and wife,Henry and wife,,,,,,,,,,named,high,
3307,"Schmidt, John",Schmidt,John,John,,,,,,,,,,named,high,
3308,"Schmidt, Margaret",Schmidt,Margaret,Margaret,,,,,,,,,,named,high,
3309,"Schneider, George – carpenter",Schneider,George,George,,carpenter,,,,,carpenter,,,named,high,
3310,"Schreier, John and wife",Schreier,John and wife,John and wife,,,,,,,,,,named,high,
3311,"Schreiner, Frederic's daughter",Schreiner,,,,,daughter,Frederic,,,,,,named,high,
3312,"Schreminger, John",Schreminger,John,John,,,,,,,,,,named,high,
3313,"Schrider, Ann",Schrider,Ann,Ann,,,,,,,,,,named,high,
3314,"Schrieck, John",Schrieck,John,John,,,,,,,,,,named,high,
3315,"Schrier, John – shoemaker – and wife",Schrier,John,John,,shoemaker –,wife,,,,shoemaker –,wife,,named,high,
3316,"Schrier, Martin",Schrier,Martin,Martin,,,,,,,,,,named,high,
3317,"Schriever, Thomas – blacksmith",Schriever,Thomas,Thomas,,blacksmith,,,,,blacksmith,,,named,high,
3318,"Schultz, John – labourer",Schultz,John,John,,labourer,,,,,labourer,,,named,high,
3319,"Schwaab, John – shoemaker",Schwaab,John,John,,shoemaker,,,,,shoemaker,,,named,high,
3320,"Schwaab, Lawrence – shoemaker",Schwaab,Lawrence,Lawrence,,shoemaker,,,,,shoemaker,,,named,high,
3321,"Schwaadt, Adam",Schwaadt,Adam,Adam,,,,,,,,,,named,high,
3322,"Schwartz, Captain – Dane",Schwartz,Captain,Captain,,Dane,,,,,Dane,,,named,high,
3323,"Sclader, Elizabeth",Sclader,Elizabeth,Elizabeth,,,,,,,,,,named,high,
3324,"Scott, ____ - clerk",Scott,,,,clerk,,,,,clerk,,,unnamed,medium,unknown_first_name
3325,"Scott, Andrew",Scott,Andrew,Andrew,,,,,,,,,,named,high,
3326,"Scott, Ann",Scott,Ann,Ann,,,,,,,,,,named,high,
3327,"Scott, Benjamin",Scott,Benjamin,Benjamin,,,,,,,,,,named,high,
3328,"Scott, Henry – labourer - and wife",Scott,Henry,Henry,,labourer -,wife,,,,labourer -,wife,,named,high,
3329,"Scott, John – tailor – and wife",Scott,John,John,,tailor –,wife,,,,tailor –,wife,,named,high,
3330,"Scott, Margaret",Scott,Margaret,Margaret,,,,,,,,,,named,high,
3331,"Scott, Mary",Scott,Mary,Mary,,,,,,,,,,named,high,
3332,"Scull, Joseph",Scull,Joseph,Joseph,,,,,,,,,,named,high,
3333,"Seaford, Frederick – joiner",Seaford,Frederick,Frederick,,joiner,,,,,joiner,,,named,high,
3334,"Seamore, Francis",Seamore,Francis,Francis,,,,,,,,,,named,high,
3335,"Search, Christo. – wheelwright",Search,Christo.,Christo.,,wheelwright,,,,,wheelwright,,,named,high,
3336,"Sears, Jacob – blacksmith – and child",Sears,Jacob,Jacob,,blacksmith –,child,,,,blacksmith –,child,,named,high,
3337,"Seaven, David",Seaven,David,David,,,,,,,,,,named,high,
3338,"Seebole, Martin – schoolmaster",Seebole,Martin,Martin,,schoolmaster,,,,,schoolmaster,,,named,high,
3339,"Seegist, Paulus – weaver",Seegist,Paulus,Paulus,,weaver,,,,,weaver,,,named,high,
3340,"Seen, Henry's child",Seen,,,,,child,Henry,,,,,,named,high,
3341,"Seger, Jacob – baker",Seger,Jacob,Jacob,,baker,,,,,baker,,,named,high,
3342,"Seiffer, Jacob's daughter",Seiffer,,,,,daughter,Jacob,,,,,,named,high,
3343,Sein's wife,Sein's wife,,,,,,,,,,,,named,high,
3344,"Seip, Michael – tailor",Seip,Michael,Michael,,tailor,,,,,tailor,,,named,high,
3345,"Seitz, ____ widow's daughter",Seitz,,,,,daughter,____ widow,,,,,,unnamed,medium,
3346,"Sekwire, James",Sekwire,James,James,,,,,,,,,,named,high,
3347,"Seller, Jacob – tailor and wife",Seller,Jacob,Jacob,,tailor,wife,,,,tailor,wife,,named,high,
3348,"Sellers, Joseph – son of William – printer }",Sellers,Joseph,Joseph,,son of William – printer },son,,,,son of William – printer },,,named,high,
3349,"Sellers, Susanna - dau. of William}",Sellers,Susanna,Susanna,,dau. of William},,,,,dau. of William},,,named,high,
3350,"Sellers, William – son of William}",Sellers,William,William,,son of William},son,,,,son of William},,,named,high,
3351,"Semler, ___ wife of Henry – shoemaker",Semler,___ wife of Henry,___ wife of Henry,,shoemaker,,,,,shoemaker,,,unnamed,medium,
3352,"Seres, Francis – stay-maker, Fr",Seres,Francis,Francis,,"stay-maker, Fr",,,,,"stay-maker, Fr",,,named,high,
3353,"Sergeant, Jona. D. – attorney]",Sergeant,Jona. D.,Jona. D.,,attorney],,,,,attorney],,,named,high,
3354,"Sergois, ____",Sergois,,,,,,,,,,,,unnamed,medium,unknown_first_name
3355,"Servant, Benja.'s wife – sailor",Servant,,,,sailor,wife,Benja.,,,sailor,,,named,high,
3356,"Service, Esabella",Service,Esabella,Esabella,,,,,,,,,,named,high,
3357,"Sewell, Ann",Sewell,Ann,Ann,,,,,,,,,,named,high,
3358,"Sexton, Catharine",Sexton,Catharine,Catharine,,,,,,,,,,named,high,
3359,"Seybert, Conrard's wife",Seybert,,,,,wife,Conrard,,,,,,named,high,
3360,"Seyfort, Christiana",Seyfort,Christiana,Christiana,,,,,,,,,,named,high,
3361,"Shabby, Elizabeth – widow",Shabby,Elizabeth,Elizabeth,,,widow,,,,,,,named,high,
3362,"Shaeslocker, Mr.",Shaeslocker,Mr.,Mr.,,,,,,,,,,named,high,
3363,"Shaff, ____ widow's child",Shaff,,,,,child,____ widow,,,,,,unnamed,medium,
3364,"Shaffer, Adam – porter",Shaffer,Adam,Adam,,porter,,,,,porter,,,named,high,
3365,"Shaffer, Barny's child",Shaffer,,,,,child,Barny,,,,,,named,high,
3366,"Shaffner, Francis' wife",Shaffner,,,,,wife,Francis,,,,,,named,high,
3367,"Shakespeare, John",Shakespeare,John,John,,,,,,,,,,named,high,
3368,"Shakespeare, Martha",Shakespeare,Martha,Martha,,,,,,,,,,named,high,
3369,"Shakespeare, Stephen – weaver",Shakespeare,Stephen,Stephen,,weaver,,,,,weaver,,,named,high,
3370,"Shall, Dorothy",Shall,Dorothy,Dorothy,,,,,,,,,,named,high,
3371,"Shamo, Bernard's wife",Shamo,,,,,wife,Bernard,,,,,,named,high,
3372,"Shankling, James",Shankling,James,James,,,,,,,,,,named,high,
3373,"Shara, Henry",Shara,Henry,Henry,,,,,,,,,,named,high,
3374,"Sharp, John and daughter",Sharp,John and daughter,John and daughter,,,,,,,,,,named,high,
3375,"Sharp, John's child",Sharp,,,,,child,John,,,,,,named,high,
3376,"Sharp, Nehemiah – tailor",Sharp,Nehemiah,Nehemiah,,tailor,,,,,tailor,,,named,high,
3377,"Sharp,Anthony – tailor",Sharp,Anthony,Anthony,,tailor,,,,,tailor,,,named,high,
3378,"Shaw, Henry – warehouse man",Shaw,Henry,Henry,,warehouse man,,,,,warehouse man,,,named,high,
3379,"Shaw, Henry and wife",Shaw,Henry and wife,Henry and wife,,,,,,,,,,named,high,
3380,"Shawster, Henry's daughter",Shawster,,,,,daughter,Henry,,,,,,named,high,
3381,"Shear, Henrick – tailor",Shear,Henrick,Henrick,,tailor,,,,,tailor,,,named,high,
3382,"Shearman, Elizabeth",Shearman,Elizabeth,Elizabeth,,,,,,,,,,named,high,
3383,"Shearwood, John",Shearwood,John,John,,,,,,,,,,named,high,
3384,"Sheegan, Daniel",Sheegan,Daniel,Daniel,,,,,,,,,,named,high,
3385,"Sheerer, Henry",Sheerer,Henry,Henry,,,,,,,,,,named,high,
3386,"Sheets, Wm. – labourer",Sheets,Wm.,William,,labourer,,,,,labourer,,,named,high,
3387,"Sheffield, Henry",Sheffield,Henry,Henry,,,,,,,,,,named,high,
3388,"Shellbecker, Adam – shoemaker",Shellbecker,Adam,Adam,,shoemaker,,,,,shoemaker,,,named,high,
3389,"Sheller, Frederic – blacksmith",Sheller,Frederic,Frederic,,blacksmith,,,,,blacksmith,,,named,high,
3390,"Shembler, Christian's wife",Shembler,,,,,wife,Christian,,,,,,named,high,
3391,"Sheniger, Jacob",Sheniger,Jacob,Jacob,,,,,,,,,,named,high,
3392,"Shepherd, George",Shepherd,George,George,,,,,,,,,,named,high,
3393,"Shepherd, Jacob's child",Shepherd,,,,,child,Jacob,,,,,,named,high,
3394,"Shepherd, Robert – shopkeeper",Shepherd,Robert,Robert,,shopkeeper,,,,,shopkeeper,,,named,high,
3395,"Shepherd, Wilhelmina – dau. of Wm.",Shepherd,Wilhelmina,Wilhelmina,,dau. of Wm,,,,,dau. of Wm.,,,named,high,
3396,"Sherb, John – baker",Sherb,John,John,,baker,,,,,baker,,,named,high,
3397,"Sheridan, Abraham's child",Sheridan,,,,,child,Abraham,,,,,,named,high,
3398,"Sheridan, Wm. And daughter",Sheridan,Wm. And daughter,Wm. And daughter,,,,,,,,,,named,high,
3399,"Sherman, Elizabeth",Sherman,Elizabeth,Elizabeth,,,,,,,,,,named,high,
3400,"Sherwood, John – carpenter – and wife",Sherwood,John,John,,carpenter –,wife,,,,carpenter –,wife,,named,high,
3401,"Shewell, Sallows' wife",Shewell,,,,,wife,Sallows,,,,,,named,high,
3402,"Shewelly, Juliana – widow",Shewelly,Juliana,Juliana,,,widow,,,,,,,named,high,
3403,"Shillingsford, James",Shillingsford,James,James,,,,,,,,,,named,high,
3404,"Shilly, Richard – hatter",Shilly,Richard,Richard,,hatter,,,,,hatter,,,named,high,
3405,"Shiltz, Matthias' sister",Shiltz,Matthias' sister,Matthias' sister,,,,,,,,,,named,high,
3406,"Shiney, Jacob",Shiney,Jacob,Jacob,,,,,,,,,,named,high,
3407,"Shingle, Margaret",Shingle,Margaret,Margaret,,,,,,,,,,named,high,
3408,"Shingleton, Amos",Shingleton,Amos,Amos,,,,,,,,,,named,high,
3409,"Shiphar, Bernard's wife",Shiphar,,,,,wife,Bernard,,,,,,named,high,
3410,"Shipley, Wm. – grazier",Shipley,Wm.,William,,grazier,,,,,grazier,,,named,high,
3411,"Shippey, John – musician – and child",Shippey,John,John,,musician –,child,,,,musician –,child,,named,high,
3412,"Shipping, Rebecca",Shipping,Rebecca,Rebecca,,,,,,,,,,named,high,
3413,"Shneider, Frederic – stonecutter – and son",Shneider,Frederic,Frederic,,stonecutter –,son,,,,stonecutter –,son,,named,high,
3414,"Shocker, Elizabeth",Shocker,Elizabeth,Elizabeth,,,,,,,,,,named,high,
3415,"Shocker, George and child",Shocker,George and child,George and child,,,,,,,,,,named,high,
3416,"Shocker, Jacob – labourer",Shocker,Jacob,Jacob,,labourer,,,,,labourer,,,named,high,
3417,"Shocker, Matthias and mother",Shocker,Matthias and mother,Matthias and mother,,,,,,,,,,named,high,
3418,"Shoemaker, Amos",Shoemaker,Amos,Amos,,,,,,,,,,named,high,
3419,"Shoemaker, Jonathan – cabinetmaker",Shoemaker,Jonathan,Jonathan,,cabinetmaker,,,,,cabinetmaker,,,named,high,
3420,"Shoemaker, Joseph",Shoemaker,Joseph,Joseph,,,,,,,,,,named,high,
3421,"Shoemaker, Mary",Shoemaker,Mary,Mary,,,,,,,,,,named,high,
3422,"Shoemaker, Micchael – livery stabler",Shoemaker,Micchael,Micchael,,livery stabler,,,,,livery stabler,,,named,high,
3423,"Shoemaker, Samuel, Jr.- carp  Cheltenham",Shoemaker,Samuel .- carp  Cheltenham,Samuel .- carp  Cheltenham,Jr,,,,,,,,,named,high,
3424,"Shordy, Adam",Shordy,Adam,Adam,,,,,,,,,,named,high,
3425,"Shore, widow",Shore,,,,,widow,,,,,,,named,high,
3426,"Short, Christopher",Short,Christopher,Christopher,,,,,,,,,,named,high,
3427,"Short, Matthew's child",Short,,,,,child,Matthew,,,,,,named,high,
3428,"Short, Mrs.",Short,Mrs.,Mrs.,,,,,,,,,,named,high,
3429,"Shreader, Henry",Shreader,Henry,Henry,,,,,,,,,,named,high,
3430,"Shriar, Martin",Shriar,Martin,Martin,,,,,,,,,,named,high,
3431,"Shriber, John – butcher",Shriber,John,John,,butcher,,,,,butcher,,,named,high,
3432,"Shriber, Thomas",Shriber,Thomas,Thomas,,,,,,,,,,named,high,
3433,"Shrider, Henry – backer – and wife",Shrider,Henry,Henry,,backer –,wife,,,,backer –,wife,,named,high,
3434,"Shrince, Jacob – combmaker",Shrince,Jacob,Jacob,,combmaker,,,,,combmaker,,,named,high,
3435,"Shriner, Christopher – tutor",Shriner,Christopher,Christopher,,tutor,,,,,tutor,,,named,high,
3436,"Shriner, Elizabeth – wife of Christopher",Shriner,Elizabeth,Elizabeth,,wife of Christopher,wife,,,,wife of Christopher,,,named,high,
3437,"Shriner, Jacob",Shriner,Jacob,Jacob,,,,,,,,,,named,high,
3438,"Shriner, Jacob Jun. – skinner",Shriner,Jacob .,Jacob .,Jun,skinner,,,,,skinner,,,named,high,
3439,"Shriner, Nicholas – skinner",Shriner,Nicholas,Nicholas,,skinner,,,,,skinner,,,named,high,
3440,"Shrite, Philip – stocking weaver",Shrite,Philip,Philip,,stocking weaver,,,,,stocking weaver,,,named,high,
3441,"Shubart, Elizabeth",Shubart,Elizabeth,Elizabeth,,,,,,,,,,named,high,
3442,"Shubart, Jacob – blacksmith",Shubart,Jacob,Jacob,,blacksmith,,,,,blacksmith,,,named,high,
3443,"Shubart, Michael – distiller, son & dau.",Shubart,Michael,Michael,,"distiller, son & dau",son,,,,"distiller, son & dau.",,,named,high,
3444,"Shubart, Sarah",Shubart,Sarah,Sarah,,,,,,,,,,named,high,
3445,"Shuber, widow",Shuber,,,,,widow,,,,,,,named,high,
3446,"Shubert, Jacob – labourer",Shubert,Jacob,Jacob,,labourer,,,,,labourer,,,named,high,
3447,"Shute, John – baker",Shute,John,John,,baker,,,,,baker,,,named,high,
3448,"Sibbald, George's child",Sibbald,,,,,child,George,,,,,,named,high,
3449,"Sicard, Baptiste",Sicard,Baptiste,Baptiste,,,,,,,,,,named,high,
3450,"Sicckson, Catharine",Sicckson,Catharine,Catharine,,,,,,,,,,named,high,
3451,"Sickel, Sarah",Sickel,Sarah,Sarah,,,,,,,,,,named,high,
3452,"Sifert, Adam",Sifert,Adam,Adam,,,,,,,,,,named,high,
3453,"Silver, Casper – wheelwright – and wife",Silver,Casper,Casper,,wheelwright –,wife,,,,wheelwright –,wife,,named,high,
3454,"Silves, Joseph",Silves,Joseph,Joseph,,,,,,,,,,named,high,
3455,"Simmonds, John's child",Simmonds,,,,,child,John,,,,,,named,high,
3456,"Simmonds, John's wife – tailor",Simmonds,,,,tailor,wife,John,,,tailor,,,named,high,
3457,"Simmonds, Mrs.",Simmonds,Mrs.,Mrs.,,,,,,,,,,named,high,
3458,"Simpson, John",Simpson,John,John,,,,,,,,,,named,high,
3459,"Simpson, Mary – widow",Simpson,Mary,Mary,,,widow,,,,,,,named,high,
3460,"Simpson, Samuel",Simpson,Samuel,Samuel,,,,,,,,,,named,high,
3461,"Sims, John",Sims,John,John,,,,,,,,,,named,high,
3462,"Sims, Wooddrop – merchant",Sims,Wooddrop,Wooddrop,,merchant,,,,,merchant,,,named,high,
3463,"Singer, Elizabeth – widow",Singer,Elizabeth,Elizabeth,,,widow,,,,,,,named,high,
3464,"Singleton, Thomas' child",Singleton,,,,,child,Thomas,,,,,,named,high,
3465,"Sink, George's child",Sink,,,,,child,George,,,,,,named,high,
3466,"Siper, John",Siper,John,John,,,,,,,,,,named,high,
3467,"Sitz, Charles and servant girl",Sitz,Charles and servant girl,Charles and servant girl,,,,,,,,,,unnamed,medium,
3468,"Sitz, Elizabeth",Sitz,Elizabeth,Elizabeth,,,,,,,,,,named,high,
3469,"Skeffold, Henry  - apprentice",Skeffold,Henry,Henry,,apprentice,apprentice,,,,apprentice,,,named,high,
3470,"Skelly, Richard",Skelly,Richard,Richard,,,,,,,,,,named,high,
3471,"Skinner, Mary – dau. of Rachel",Skinner,Mary,Mary,,dau. of Rachel,,,,,dau. of Rachel,,,named,high,
3472,"Skinner, Rachel",Skinner,Rachel,Rachel,,,,,,,,,,named,high,
3473,"Slack, David",Slack,David,David,,,,,,,,,,named,high,
3474,"Slack, Miss",Slack,Miss,Miss,,,,,,,,,,named,high,
3475,"Slade, William – storekeeper",Slade,William,William,,storekeeper,,,,,storekeeper,,,named,high,
3476,"Slater, Abraham – currier, Eng.",Slater,Abraham,Abraham,,"currier, Eng",,,,,"currier, Eng.",,,named,high,
3477,"Slater, Gotlieb's child",Slater,,,,,child,Gotlieb,,,,,,named,high,
3478,"Slater, Henrietta",Slater,Henrietta,Henrietta,,,,,,,,,,named,high,
3479,"Slicker, Frederick",Slicker,Frederick,Frederick,,,,,,,,,,named,high,
3480,"Slint, ____ son of widow",Slint,____ son of widow,____ son of widow,,,,,,,,,,unnamed,medium,
3481,"Smith, ____  Dr.'s wife",Smith,,,,,wife,____  Dr.,,,,,,unnamed,medium,
3482,"Smith, _____ widow",Smith,_____ widow,_____ widow,,,,,,,,,,unnamed,medium,
3483,"Smith, Andrew – labourer",Smith,Andrew,Andrew,,labourer,,,,,labourer,,,named,high,
3484,"Smith, Ann",Smith,Ann,Ann,,,,,,,,,,named,high,
3485,"Smith, Barbara",Smith,Barbara,Barbara,,,,,,,,,,named,high,
3486,"Smith, Benjamin – merchant of Burlington",Smith,Benjamin,Benjamin,,merchant of Burlington,,,,,merchant of Burlington,,,named,high,
3487,"Smith, Catharine",Smith,Catharine,Catharine,,,,,,,,,,named,high,
3488,"Smith, Charles' child",Smith,,,,,child,Charles,,,,,,named,high,
3489,"Smith, Conrad – farmer, Germ.",Smith,Conrad,Conrad,,"farmer, Germ",,,,,"farmer, Germ.",,,named,high,
3490,"Smith, Elizabeth",Smith,Elizabeth,Elizabeth,,,,,,,,,,named,high,
3491,"Smith, George – potter – and child",Smith,George,George,,potter –,child,,,,potter –,child,,named,high,
3492,"Smith, Henry – labourer and wife",Smith,Henry,Henry,,labourer,wife,,,,labourer,wife,,named,high,
3493,"Smith, Henry's wife -carpenter",Smith,,,,,wife,Henry,,,,-carpenter,,named,high,
3494,"Smith, James",Smith,James,James,,,,,,,,,,named,high,
3495,"Smith, James – merchant",Smith,James,James,,merchant,,,,,merchant,,,named,high,
3496,"Smith, James L.  – factor of cards",Smith,James L.,James L.,,factor of cards,,,,,factor of cards,,,named,high,
3497,"Smith, Jane and child",Smith,Jane and child,Jane and child,,,,,,,,,,named,high,
3498,"Smith, Jeffe and child",Smith,Jeffe and child,Jeffe and child,,,,,,,,,,named,high,
3499,"Smith, John – cabinetmaker",Smith,John,John,,cabinetmaker,,,,,cabinetmaker,,,named,high,
3500,"Smith, John – chairmaker",Smith,John,John,,chairmaker,,,,,chairmaker,,,named,high,
3501,"Smith, John – labourer – and child",Smith,John,John,,labourer –,child,,,,labourer –,child,,named,high,
3502,"Smith, John – merchant - son of John Sen.",Smith,John,John,,merchant - son of John Sen,son,,,,merchant - son of John Sen.,,,named,high,
3503,"Smith, John – shoemaker",Smith,John,John,,shoemaker,,,,,shoemaker,,,named,high,
3504,"Smith, John Sen. – merchant",Smith,John .,John .,Sen,merchant,,,,,merchant,,,named,high,
3505,"Smith, Lewis",Smith,Lewis,Lewis,,,,,,,,,,named,high,
3506,"Smith, Margaret – housewife",Smith,Margaret,Margaret,,housewife,,,,,housewife,,,named,high,
3507,"Smith, Mary",Smith,Mary,Mary,,,,,,,,,,named,high,
3508,"Smith, Matthew – painter",Smith,Matthew,Matthew,,painter,,,,,painter,,,named,high,
3509,"Smith, Nathan's son",Smith,,,,,son,Nathan,,,,,,named,high,
3510,"Smith, Rebecca",Smith,Rebecca,Rebecca,,,,,,,,,,named,high,
3511,"Smith, Sarah, dau. of John (merchant)",Smith,Sarah,Sarah,,dau. of John (merchant),,,,,dau. of John (merchant),,,named,high,
3512,"Smith, Thomas – bricklayer, Ir.",Smith,Thomas,Thomas,,"bricklayer, Ir",,,,,"bricklayer, Ir.",,,named,high,
3513,"Smith, Tho's, - commiss'r of loans",Smith,"Tho's,","Tho's,",,commiss'r of loans,,,,,commiss'r of loans,,,named,high,
3514,"Smith, William",Smith,William,William,,,,,,,,,,named,high,
3515,"Smith, Wm.'s child – sea captain",Smith,,,,sea captain,child,Wm.,,,sea captain,,,named,high,
3516,"Smithfield, Charles – tutor",Smithfield,Charles,Charles,,tutor,,,,,tutor,,,named,high,
3517,"Smithson, John – Ir.",Smithson,John,John,,Ir,,,,,Ir.,,,named,high,
3518,"Snellbecker, George",Snellbecker,George,George,,,,,,,,,,named,high,
3519,"Snouder, James",Snouder,James,James,,,,,,,,,,named,high,
3520,"Snouder, Leonard's mother",Snouder,Leonard's mother,Leonard's mother,,,,,,,,,,named,high,
3521,"Snyder, Anna Maria",Snyder,Anna Maria,Anna Maria,,,,,,,,,,named,high,
3522,"Snyder, Anthony and son",Snyder,Anthony and son,Anthony and son,,,,,,,,,,named,high,
3523,"Snyder, Charles' wife",Snyder,,,,,wife,Charles,,,,,,named,high,
3524,"Snyder, Frederic–Sgt. /Arms /Senate of PA",Snyder,Frederic–Sgt. /Arms /Senate of PA,Frederic–Sgt. /Arms /Senate of PA,,,,,,,,,,named,high,
3525,"Snyder, George – baker",Snyder,George,George,,baker,,,,,baker,,,named,high,
3526,"Snyder, George – son of Frederic above",Snyder,George,George,,son of Frederic above,son,,,,son of Frederic above,,,named,high,
3527,"Snyder, Gulfer",Snyder,Gulfer,Gulfer,,,,,,,,,,named,high,
