entry_id,raw_text,surname,first_name,first_name_expanded,suffix,occupation,relationship_type,related_to_name,age,origin,descriptor,additional_persons,additional_persons_count,entry_type,confidence,flags
876,"Dalton, John – clockmaker",Dalton,John,John,,clockmaker,,,,,clockmaker,,,named,high,
877,"Damsen, David – shoemaker",Damsen,David,David,,shoemaker,,,,,shoemaker,,,named,high,
878,"Danacker, Julian",Danacker,Julian,Julian,,,,,,,,,,named,high,
879,"Danecker, George and wife",Danecker,George and wife,George and wife,,,,,,,,,,named,high,
880,"Dannell, Robert",Dannell,Robert,Robert,,,,,,,,,,named,high,
881,"Dardis, Catharine",Dardis,Catharine,Catharine,,,,,,,,,,named,high,
882,"Darroch, storekeeper",Darroch,storekeeper,storekeeper,,,,,,,,,,named,high,
883,"Dauenhaer, dau. of Conrad",Dauenhaer,dau. of Conrad,dau. of Conrad,,,,,,,,,,named,high,
884,"Daum, George's wife",Daum,,,,,wife,George,,,,,,named,high,
885,"Daum, John, - labourer",Daum,"John,","John,",,labourer,,,,,labourer,,,named,high,
886,"Daves, Isaac",Daves,Isaac,Isaac,,,,,,,,,,named,high,
887,"David, Ann",David,Ann,Ann,,,,,,,,,,named,high,
888,"David, John – silversmith",David,John,John,,silversmith,,,,,silversmith,,,named,high,
889,"Davidson, James - merchant",Davidson,James,James,,merchant,,,,,merchant,,,named,high,
890,"Davidson, James' child",Davidson,,,,,child,James,,,,,,named,high,
891,"Davidson, Robert",Davidson,Robert,Robert,,,,,,,,,,named,high,
892,Davis – widow (2),Davis,,,,widow (2),widow,,,,widow (2),,,named,high,
893,"Davis, Capt.'s(2) nephews",Davis,Capt.'s(2) nephews,Capt.'s(2) nephews,,,,,,,,,,named,high,
894,"Davis, Elizabeth",Davis,Elizabeth,Elizabeth,,,,,,,,,,named,high,
895,"Davis, Gilford's wife",Davis,,,,,wife,Gilford,,,,,,named,high,
896,"Davis, Hester, wife of Samuel, Sen.",Davis,Hester,Hester,Sen,wife of Samuel ,wife,,,,wife of Samuel .,,,named,high,
897,"Davis, Isaac's wife",Davis,,,,,wife,Isaac,,,,,,named,high,
898,"Davis, John -  wheelwright – wife and dau.",Davis,John -  wheelwright,John -  wheelwright,,wife and dau,wife,,,,wife and dau.,,,named,high,
899,"Davis, John – upholsterer",Davis,John,John,,upholsterer,,,,,upholsterer,,,named,high,
900,"Davis, Joseph – labourer",Davis,Joseph,Joseph,,labourer,,,,,labourer,,,named,high,
901,"Davis, Joseph – soap boiler",Davis,Joseph,Joseph,,soap boiler,,,,,soap boiler,,,named,high,
902,"Davis, Mary's child",Davis,,,,,child,Mary,,,,,,named,high,
903,"Davis, Michael",Davis,Michael,Michael,,,,,,,,,,named,high,
904,"Davis, Rachel, wife of Josepph – currier",Davis,"Rachel, wife of Josepph","Rachel, wife of Josepph",,currier,,,,,currier,,,named,high,
905,"Davis, Robert – anchorsmith",Davis,Robert,Robert,,anchorsmith,,,,,anchorsmith,,,named,high,
906,"Davis, Samuel",Davis,Samuel,Samuel,,,,,,,,,,named,high,
907,"Davis, Sophia",Davis,Sophia,Sophia,,,,,,,,,,named,high,
908,"Davis, Susannah",Davis,Susannah,Susannah,,,,,,,,,,named,high,
909,"Davis, William",Davis,William,William,,,,,,,,,,named,high,
910,"Davy, Richard",Davy,Richard,Richard,,,,,,,,,,named,high,
911,"Dawkens, Mary",Dawkens,Mary,Mary,,,,,,,,,,named,high,
912,"Dawson, Darius",Dawson,Darius,Darius,,,,,,,,,,named,high,
913,"Dawson, Hannah",Dawson,Hannah,Hannah,,,,,,,,,,named,high,
914,"Dawson, Hannah, wife of Daniel",Dawson,Hannah,Hannah,,wife of Daniel,wife,,,,wife of Daniel,,,named,high,
915,"Dawson, Joshua's child",Dawson,,,,,child,Joshua,,,,,,named,high,
916,"Dawson, Mary",Dawson,Mary,Mary,,,,,,,,,,named,high,
917,"Day, Elizabeth]",Day,Elizabeth],Elizabeth],,,,,,,,,,named,high,
918,"Day, James' wife",Day,,,,,wife,James,,,,,,named,high,
919,"Days, Sarah",Days,Sarah,Sarah,,,,,,,,,,named,high,
920,"Deal, Edward – blacksmith",Deal,Edward,Edward,,blacksmith,,,,,blacksmith,,,named,high,
921,"Deal, Mary – servant",Deal,Mary,Mary,,servant,servant,,,,servant,,,named,high,
922,"Deal, Peter's child",Deal,,,,,child,Peter,,,,,,named,high,
923,"Dean, Joseph – vendue master2",Dean,Joseph,Joseph,,vendue master2,,,,,vendue master2,,,named,high,
924,"Dean, Margaret",Dean,Margaret,Margaret,,,,,,,,,,named,high,
925,"Deary, Patrick",Deary,Patrick,Patrick,,,,,,,,,,named,high,
926,"DeBarth, Joseph",DeBarth,Joseph,Joseph,,,,,,,,,,named,high,
927,"Deberger, his wife & 6 or 7 in family",Deberger,his wife & 6 or 7 in family,his wife & 6 or 7 in family,,,,,,,,,,named,high,
928,"Debre, Elizabeth",Debre,Elizabeth,Elizabeth,,,,,,,,,,named,high,
929,"Debre, Jacob",Debre,Jacob,Jacob,,,,,,,,,,named,high,
930,"Debzel, Thomas",Debzel,Thomas,Thomas,,,,,,,,,,named,high,
931,"Deckard, Christian",Deckard,Christian,Christian,,,,,,,,,,named,high,
932,"Deckard, John C. – musician",Deckard,John C.,John C.,,musician,,,,,musician,,,named,high,
933,"Deckenhart, Christ. – apprentice",Deckenhart,Christ.,Christ.,,apprentice,apprentice,,,,apprentice,,,named,high,
934,"Decker, Henry – a servant",Decker,Henry,Henry,,a servant,servant,,,,a servant,,,named,high,
935,"Deganhort, William",Deganhort,William,William,,,,,,,,,,named,high,
936,"Degenhard, Christopher & child",Degenhard,Christopher & child,Christopher & child,,,,,,,,,,named,high,
937,"Degenhard, Wilhelmina",Degenhard,Wilhelmina,Wilhelmina,,,,,,,,,,named,high,
938,"Degenhart, Jenny",Degenhart,Jenny,Jenny,,,,,,,,,,named,high,
939,"Deiss, Ann D.",Deiss,Ann D.,Ann D.,,,,,,,,,,named,high,
940,"Delany, Benjamin - chairmaker",Delany,Benjamin,Benjamin,,chairmaker,,,,,chairmaker,,,named,high,
941,"Delany, Dennis' child",Delany,,,,,child,Dennis,,,,,,named,high,
942,"Delany, Henry",Delany,Henry,Henry,,,,,,,,,,named,high,
943,"Delany, John",Delany,John,John,,,,,,,,,,named,high,
944,"Delany, Patrick's child",Delany,,,,,child,Patrick,,,,,,named,high,
945,"Delap, Samuel – bookseller",Delap,Samuel,Samuel,,bookseller,,,,,bookseller,,,named,high,
946,"Delay, Bridget – cook",Delay,Bridget,Bridget,,cook,,,,,cook,,,named,high,
947,"Demassfrand, John's daughter",Demassfrand,,,,,daughter,John,,,,,,named,high,
948,"Denahaw, Andrew – cooper",Denahaw,Andrew,Andrew,,cooper,,,,,cooper,,,named,high,
949,"Denckla, Mary – a child",Denckla,Mary,Mary,,a child,child,,,,a child,,,named,high,
950,"Dennet, Robert – groom",Dennet,Robert,Robert,,groom,,,,,groom,,,named,high,
951,"Denney, Richard",Denney,Richard,Richard,,,,,,,,,,named,high,
952,"Denniffson, George",Denniffson,George,George,,,,,,,,,,named,high,
953,"Dennis, William",Dennis,William,William,,,,,,,,,,named,high,
954,"Denny, Mary",Denny,Mary,Mary,,,,,,,,,,named,high,
955,"Densell, George",Densell,George,George,,,,,,,,,,named,high,
956,"Densell, Henry's wife",Densell,,,,,wife,Henry,,,,,,named,high,
957,"Denum, Ezekiah",Denum,Ezekiah,Ezekiah,,,,,,,,,,named,high,
958,"Denzell, Maria",Denzell,Maria,Maria,,,,,,,,,,named,high,
959,"Depherwinn, Henry's son",Depherwinn,,,,,son,Henry,,,,,,named,high,
960,"Derham, Henry",Derham,Henry,Henry,,,,,,,,,,named,high,
961,Deringer – widow,Deringer,,,,,widow,,,,,,,named,high,
962,"Dernberger, George",Dernberger,George,George,,,,,,,,,,named,high,
963,"Derry, James",Derry,James,James,,,,,,,,,,named,high,
964,"Detterick, Adam – shoemaker",Detterick,Adam,Adam,,shoemaker,,,,,shoemaker,,,named,high,
965,"Devenny, child of John",Devenny,child of John,child of John,,,,,,,,,,named,high,
966,"Devir, Christian",Devir,Christian,Christian,,,,,,,,,,named,high,
967,"Devonald, Thomas – merchant",Devonald,Thomas,Thomas,,merchant,,,,,merchant,,,named,high,
968,"Dibberger Sen., Henry and wife",Dibberger Sen.,Henry and wife,Henry and wife,,,,,,,,,,named,high,
969,"Dibberger, Charlotte",Dibberger,Charlotte,Charlotte,,,,,,,,,,named,high,
970,"Dibberger, John – cuttler – and wife",Dibberger,John,John,,cuttler –,wife,,,,cuttler –,wife,,named,high,
971,"Dickenson, Daniel's daughter",Dickenson,,,,,daughter,Daniel,,,,,,named,high,
972,"Dickenson, John – bookbinder",Dickenson,John,John,,bookbinder,,,,,bookbinder,,,named,high,
973,"Dickinson,    a drover",Dickinson,a drover,a drover,,,,,,,,,,named,high,
974,"Dickinson, Elizabeth",Dickinson,Elizabeth,Elizabeth,,,,,,,,,,named,high,
975,"Dickinson, John's child",Dickinson,,,,,child,John,,,,,,named,high,
976,"Dickinson, Jonathan – shoemaker",Dickinson,Jonathan,Jonathan,,shoemaker,,,,,shoemaker,,,named,high,
977,"Dickinson, Maria – dau. of P.",Dickinson,Maria,Maria,,dau. of P,,,,,dau. of P.,,,named,high,
978,"Dickinson, Mary",Dickinson,Mary,Mary,,,,,,,,,,named,high,
979,"Dickinson, Thomas' wife",Dickinson,,,,,wife,Thomas,,,,,,named,high,
980,"Dickinson, William",Dickinson,William,William,,,,,,,,,,named,high,
981,"Dickinson, William – farmer",Dickinson,William,William,,farmer,,,,,farmer,,,named,high,
982,"Dickz, John's son",Dickz,,,,,son,John,,,,,,named,high,
983,"Diehl, Edward – smith",Diehl,Edward,Edward,,smith,,,,,smith,,,named,high,
984,"Diehl, John, carpenter",Diehl,John,John,,carpenter,,,,,carpenter,,,named,high,
985,"Diehl, John's son – porter",Diehl,,,,porter,son,John,,,porter,,,named,high,
986,"Diehl, Maria M.",Diehl,Maria M.,Maria M.,,,,,,,,,,named,high,
987,"Dietmar, John – labourer",Dietmar,John,John,,labourer,,,,,labourer,,,named,high,
988,"Dietrick, Elizabeth",Dietrick,Elizabeth,Elizabeth,,,,,,,,,,named,high,
989,"Dietrick, Michael's son",Dietrick,,,,,son,Michael,,,,,,named,high,
990,"Dietz, Henry  - baker",Dietz,Henry,Henry,,baker,,,,,baker,,,named,high,
991,"Dietz, Maria",Dietz,Maria,Maria,,,,,,,,,,named,high,
992,"Dieu, William – a child",Dieu,William,William,,a child,child,,,,a child,,,named,high,
993,"Dight, Jane – a servant",Dight,Jane,Jane,,a servant,servant,,,,a servant,,,named,high,
994,"Dignon, Michael and two sons",Dignon,Michael and two sons,Michael and two sons,,,,,,,,,,named,high,
995,"Dill, Catharine's child",Dill,,,,,child,Catharine,,,,,,named,high,
996,"Dillman, Frederick's wife",Dillman,,,,,wife,Frederick,,,,,,named,high,
997,Dingle – child,Dingle,,,,child,child,,,,child,,,named,high,
998,"Dirrick, Catharine Dorothy",Dirrick,Catharine Dorothy,Catharine Dorothy,,,,,,,,,,named,high,
999,"Dishong, Christian and child",Dishong,Christian and child,Christian and child,,,,,,,,,,named,high,
1000,"Dishong, Matthew's child",Dishong,,,,,child,Matthew,,,,,,named,high,
1001,"Dishong, Maurice – clerk",Dishong,Maurice,Maurice,,clerk,,,,,clerk,,,named,high,
1002,"Dishong, Susannah – widow",Dishong,Susannah,Susannah,,,widow,,,,,,,named,high,
1003,"Dixon, Elizabeth",Dixon,Elizabeth,Elizabeth,,,,,,,,,,named,high,
1004,"Dixon, John's wife",Dixon,,,,,wife,John,,,,,,named,high,
1005,"Dixon, Patrick's child – labourer",Dixon,,,,labourer,child,Patrick,,,labourer,,,named,high,
1006,"Dixon, William – joiner",Dixon,William,William,,joiner,,,,,joiner,,,named,high,
1007,"Dodd, John – physician",Dodd,John,John,,physician,,,,,physician,,,named,high,
1008,"Doddelmah, Jacob's wife and 2 children",Doddelmah,,,,,wife,Jacob,,,,2 children,2,named,high,
1009,"Doison, Julian",Doison,Julian,Julian,,,,,,,,,,named,high,
1010,"Doll, John – carpenter",Doll,John,John,,carpenter,,,,,carpenter,,,named,high,
1011,"Donahue, Abigail",Donahue,Abigail,Abigail,,,,,,,,,,named,high,
1012,"Donahue, Johanna",Donahue,Johanna,Johanna,,,,,,,,,,named,high,
1013,"Donahue, John",Donahue,John,John,,,,,,,,,,named,high,
1014,"Donaldson, Arthur's son",Donaldson,,,,,son,Arthur,,,,,,named,high,
1015,"Donaldson, Hugh – son of John",Donaldson,Hugh,Hugh,,son of John,son,,,,son of John,,,named,high,
1016,"Donnelly, Margaret",Donnelly,Margaret,Margaret,,,,,,,,,,named,high,
1017,"Dorneck, Philip H.",Dorneck,Philip H.,Philip H.,,,,,,,,,,named,high,
1018,"Dorr, William",Dorr,William,William,,,,,,,,,,named,high,
1019,"Dorsey, Sarah H.",Dorsey,Sarah H.,Sarah H.,,,,,,,,,,named,high,
1020,"Doudney, William",Doudney,William,William,,,,,,,,,,named,high,
1021,"Dougherty, Barnard",Dougherty,Barnard,Barnard,,,,,,,,,,named,high,
1022,"Dougherty, Henry",Dougherty,Henry,Henry,,,,,,,,,,named,high,
1023,"Dougherty, Jeremiah – carpenter",Dougherty,Jeremiah,Jeremiah,,carpenter,,,,,carpenter,,,named,high,
1024,"Dougherty, John – carpenter",Dougherty,John,John,,carpenter,,,,,carpenter,,,named,high,
1025,"Dougherty, Margaret – a servant",Dougherty,Margaret,Margaret,,a servant,servant,,,,a servant,,,named,high,
1026,"Dougherty, Rev. William",Dougherty,William,William,Rev,,,,,,,,,named,high,
1027,"Doughty, Elizabeth",Doughty,Elizabeth,Elizabeth,,,,,,,,,,named,high,
1028,"Douglas, William (see Duglas)",Douglas,William (see Duglas),William (see Duglas),,,,,,,,,,named,high,
1029,"Douglass, Charlotte",Douglass,Charlotte,Charlotte,,,,,,,,,,named,high,
1030,"Douglass, G. W. – silversmith",Douglass,G. W.,G. W.,,silversmith,,,,,silversmith,,,named,high,
1031,"Douglass, Joseph – hairdresser",Douglass,Joseph,Joseph,,hairdresser,,,,,hairdresser,,,named,high,
1032,"Douglass, William – carter",Douglass,William,William,,carter,,,,,carter,,,named,high,
1033,"Dougney, Peggy",Dougney,Peggy,Peggy,,,,,,,,,,named,high,
1034,"Dove, Mary",Dove,Mary,Mary,,,,,,,,,,named,high,
1035,"Dowdry, Mathaniel – carpenter",Dowdry,Mathaniel,Mathaniel,,carpenter,,,,,carpenter,,,named,high,
1036,"Dowling, Thomas",Dowling,Thomas,Thomas,,,,,,,,,,named,high,
1037,"Down, Mr.",Down,Mr.,Mr.,,,,,,,,,,named,high,
1038,"Downey, William – whipmaler",Downey,William,William,,whipmaler,,,,,whipmaler,,,named,high,
1039,"Downing, Nathaniel",Downing,Nathaniel,Nathaniel,,,,,,,,,,named,high,
1040,"Doyle, James",Doyle,James,James,,,,,,,,,,named,high,
1041,"Doyle, Mary",Doyle,Mary,Mary,,,,,,,,,,named,high,
1042,"Doyle, Peter",Doyle,Peter,Peter,,,,,,,,,,named,high,
1043,"Drawiller, Henry",Drawiller,Henry,Henry,,,,,,,,,,named,high,
1044,"Drieux, John, his wife & daughter",Drieux,John,John,,his wife,wife,,,,his wife,daughter,,named,high,
1045,"Drinker, William",Drinker,William,William,,,,,,,,,,named,high,
1046,"Driscall, Elizabeth and child",Driscall,Elizabeth and child,Elizabeth and child,,,,,,,,,,named,high,
1047,"Drouillard, John B.'s 2 children",Drouillard,,,,,children,John B.,,,,,2,named,high,
1048,"Drum, Eleanor",Drum,Eleanor,Eleanor,,,,,,,,,,named,high,
1049,"Drumm, John's child",Drumm,,,,,child,John,,,,,,named,high,
1050,"Dubois, Cha. Fk. – watchmaker",Dubois,Cha. Fk.,Cha. Fk.,,watchmaker,,,,,watchmaker,,,named,high,
1051,"Dubreez, Joseph's wife",Dubreez,,,,,wife,Joseph,,,,,,named,high,
1052,"Dudman, John",Dudman,John,John,,,,,,,,,,named,high,
1053,"Duffield, Erenna",Duffield,Erenna,Erenna,,,,,,,,,,named,high,
1054,"Duffield, Lucy]",Duffield,Lucy],Lucy],,,,,,,,,,named,high,
1055,"Dufour, Catharine, dau. of J.",Dufour,Catharine,Catharine,,dau. of J,,,,,dau. of J.,,,named,high,
1056,"Dugan, Nancy and child",Dugan,Nancy and child,Nancy and child,,,,,,,,,,named,high,
1057,"Duglas, William",Duglas,William,William,,,,,,,,,,named,high,
1058,"DuLac, F. – Ambassador's secretary",DuLac,F.,F.,,Ambassador's secretary,,,,,Ambassador's secretary,,,named,high,
1059,"Dull, - hatter",Dull,,,,hatter,,,,,hatter,,,named,high,
1060,"Dunbar, Charles",Dunbar,Charles,Charles,,,,,,,,,,named,high,
1061,"Dunbury, John – servant",Dunbury,John,John,,servant,servant,,,,servant,,,named,high,
1062,"Duncan, James's wife and child",Duncan,,,,,wife,James,,,,child,,named,high,
1063,"Dunkin, John – merchant",Dunkin,John,John,,merchant,,,,,merchant,,,named,high,
1064,"Dunleavy, Cormick",Dunleavy,Cormick,Cormick,,,,,,,,,,named,high,
1065,"Dunleavy, John",Dunleavy,John,John,,,,,,,,,,named,high,
1066,"Dunley, Margaret – servant",Dunley,Margaret,Margaret,,servant,servant,,,,servant,,,named,high,
1067,"Dunn, Ann",Dunn,Ann,Ann,,,,,,,,,,named,high,
1068,"Dunn, Elizabeth",Dunn,Elizabeth,Elizabeth,,,,,,,,,,named,high,
1069,"Dunn, Sarah",Dunn,Sarah,Sarah,,,,,,,,,,named,high,
1070,"Dupae, Joseph – physician",Dupae,Joseph,Joseph,,physician,,,,,physician,,,named,high,
1071,"Dupail, Francis",Dupail,Francis,Francis,,,,,,,,,,named,high,
1072,"Duplessis, Elizabeth",Duplessis,Elizabeth,Elizabeth,,,,,,,,,,named,high,
1073,"Dupont, Francis – Consul of French Rep.",Dupont,Francis,Francis,,Consul of French Rep,,,,,Consul of French Rep.,,,named,high,
1074,"Durang, Rosanna",Durang,Rosanna,Rosanna,,,,,,,,,,named,high,
1075,"Durieu, Peter",Durieu,Peter,Peter,,,,,,,,,,named,high,
1076,"Durker, John",Durker,John,John,,,,,,,,,,named,high,
1077,"Durnell, Thomas' daughter",Durnell,,,,,daughter,Thomas,,,,,,named,high,
1078,"Durney, John's child",Durney,,,,,child,John,,,,,,named,high,
1079,"Durnick, Philip",Durnick,Philip,Philip,,,,,,,,,,named,high,
1080,"Duvet, Joseph",Duvet,Joseph,Joseph,,,,,,,,,,named,high,
1081,"Dyes, Susanna",Dyes,Susanna,Susanna,,,,,,,,,,named,high,
1082,"Earl,, William",Earl,,,,William,,,,,William,,,named,high,
1083,"Easlaugh, Grace and child",Easlaugh,Grace and child,Grace and child,,,,,,,,,,named,high,
1084,"Eastick, Charles",Eastick,Charles,Charles,,,,,,,,,,named,high,
1085,"Eastick, John's wife",Eastick,,,,,wife,John,,,,,,named,high,
1086,"Eastick, Sarah",Eastick,Sarah,Sarah,,,,,,,,,,named,high,
1087,Ebermann – widow,Ebermann,,,,,widow,,,,,,,named,high,
1088,"Eborne, George's child",Eborne,,,,,child,George,,,,,,named,high,
1089,"Eccles, Elizabeth",Eccles,Elizabeth,Elizabeth,,,,,,,,,,named,high,
1090,"Eccles, James' 2 daughters",Eccles,,,,,daughters,James,,,,,2,named,high,
1091,"Eccles, Mary",Eccles,Mary,Mary,,,,,,,,,,named,high,
1092,"Ecclles, Elizabeth",Ecclles,Elizabeth,Elizabeth,,,,,,,,,,named,high,
1093,"Echard, Maria",Echard,Maria,Maria,,,,,,,,,,named,high,
1094,"Eck, John P. – grocer",Eck,John P.,John P.,,grocer,,,,,grocer,,,named,high,
1095,"Eckel, George – linen draper",Eckel,George,George,,linen draper,,,,,linen draper,,,named,high,
1096,"Eckles,, -----",Eckles,,,,-----,,,,,-----,,,named,high,
1097,"Eckley, Deborah",Eckley,Deborah,Deborah,,,,,,,,,,named,high,
1098,"Eckstein, Catharine and child",Eckstein,Catharine and child,Catharine and child,,,,,,,,,,named,high,
1099,"Edenborn, Phil. – flour merchant",Edenborn,Phil.,Philip,,flour merchant,,,,,flour merchant,,,named,high,
1100,"Edenborn, Philip – carpenter",Edenborn,Philip,Philip,,carpenter,,,,,carpenter,,,named,high,
1101,"Edmundson, John",Edmundson,John,John,,,,,,,,,,named,high,
1102,"Edwards, Abogao;'s child",Edwards,,,,,child,Abogao;,,,,,,named,high,
1103,"Edwards, Edward's 2 children",Edwards,,,,,children,Edward,,,,,2,named,high,
1104,"Edwards, John",Edwards,John,John,,,,,,,,,,named,high,
1105,"Edwards, John – sailor",Edwards,John,John,,sailor,,,,,sailor,,,named,high,
1106,"Edwards, Morgan – hatter",Edwards,Morgan,Morgan,,hatter,,,,,hatter,,,named,high,
1107,"Edwards, Samuel and wife",Edwards,Samuel and wife,Samuel and wife,,,,,,,,,,named,high,
1108,"Edwards, W. – silversmith, and child",Edwards,W.,W.,,silversmith,child,,,,silversmith,child,,named,high,
1109,"Eesling, Christian",Eesling,Christian,Christian,,,,,,,,,,named,high,
1110,"Egan, Catharine",Egan,Catharine,Catharine,,,,,,,,,,named,high,
1111,"Eggar, James",Eggar,James,James,,,,,,,,,,named,high,
1112,"Ehrenzellers, Elizabeth",Ehrenzellers,Elizabeth,Elizabeth,,,,,,,,,,named,high,
1113,"Ehrhard, Martin's daughter",Ehrhard,,,,,daughter,Martin,,,,,,named,high,
1114,"Ehringer, Jacob",Ehringer,Jacob,Jacob,,,,,,,,,,named,high,
1115,"Eidenfield, Mary – servant",Eidenfield,Mary,Mary,,servant,servant,,,,servant,,,named,high,
1116,"Eiler, Ann",Eiler,Ann,Ann,,,,,,,,,,named,high,
1117,"Eisenbrey, John – tavern keeper",Eisenbrey,John,John,,tavern keeper,,,,,tavern keeper,,,named,high,
1118,"Elber, Richard's child",Elber,,,,,child,Richard,,,,,,named,high,
1119,"Elcock, Francis",Elcock,Francis,Francis,,,,,,,,,,named,high,
1120,"Elder, David – clerk",Elder,David,David,,clerk,,,,,clerk,,,named,high,
1121,"Elder, David and wife",Elder,David and wife,David and wife,,,,,,,,,,named,high,
1122,"Elder, Sarah]",Elder,Sarah],Sarah],,,,,,,,,,named,high,
1123,"Element, John – coachman",Element,John,John,,coachman,coachman,,,,coachman,,,named,high,
1124,"Elfrey, J – cooper – wife & child",Elfrey,J,J,,cooper – wife,wife,,,,cooper – wife,child,,named,high,
1125,"Elfrith, Josiah – joiner",Elfrith,Josiah,Josiah,,joiner,,,,,joiner,,,named,high,
1126,"Elfry, Catharine",Elfry,Catharine,Catharine,,,,,,,,,,named,high,
1127,"Ellers, Laurence and wife",Ellers,Laurence and wife,Laurence and wife,,,,,,,,,,named,high,
1128,"Ellery, William",Ellery,William,William,,,,,,,,,,named,high,
1129,"Elliot, Isaac",Elliot,Isaac,Isaac,,,,,,,,,,named,high,
1130,"Elliot, John",Elliot,John,John,,,,,,,,,,named,high,
1131,"Elliot, Mary",Elliot,Mary,Mary,,,,,,,,,,named,high,
1132,"Ellis, Elizabeth and child",Ellis,Elizabeth and child,Elizabeth and child,,,,,,,,,,named,high,
1133,"Ellis, Hannah",Ellis,Hannah,Hannah,,,,,,,,,,named,high,
1134,"Ellis, Samuel A.",Ellis,Samuel A.,Samuel A.,,,,,,,,,,named,high,
1135,"Ellsworth, Sarah",Ellsworth,Sarah,Sarah,,,,,,,,,,named,high,
1136,"Elmmslie, Margaret – from Scotland",Elmmslie,Margaret,Margaret,,from,,,,Scotland,from Scotland,,,named,high,
1137,"Elmore, Ann",Elmore,Ann,Ann,,,,,,,,,,named,high,
1138,"Elum, Joseph – merchant",Elum,Joseph,Joseph,,merchant,,,,,merchant,,,named,high,
1139,"Elwine, Andrew",Elwine,Andrew,Andrew,,,,,,,,,,named,high,
1140,"Elwins, Hannah – a child",Elwins,Hannah,Hannah,,a child,child,,,,a child,,,named,high,
1141,"Emelot, Maria",Emelot,Maria,Maria,,,,,,,,,,named,high,
1142,"Emerick, Baitzer's 2 sons",Emerick,,,,,son,Baitzer,,,,s,2,named,high,
1143,"Emmeret, a widow",Emmeret,a widow,a widow,,,,,,,,,,named,high,
1144,"Emuel, Laetitia",Emuel,Laetitia,Laetitia,,,,,,,,,,named,high,
1145,"Enger, Catharine – child",Enger,Catharine,Catharine,,child,child,,,,child,,,named,high,
1146,"Englehot, Christian – labourer",Englehot,Christian,Christian,,labourer,,,,,labourer,,,named,high,
1147,"Engles, James' child",Engles,,,,,child,James,,,,,,named,high,
1148,"Engles, John – merchant",Engles,John,John,,merchant,,,,,merchant,,,named,high,
1149,"English, John",English,John,John,,,,,,,,,,named,high,
1150,"Enk, Henry – linen draper, son of Jacob",Enk,Henry,Henry,,"linen draper, son of Jacob",son,,,,"linen draper, son of Jacob",,,named,high,
1151,"Enk, Jacob – tailor",Enk,Jacob,Jacob,,tailor,,,,,tailor,,,named,high,
1152,"Enk, Peter – tailor, son of Jacob",Enk,Peter,Peter,,"tailor, son of Jacob",son,,,,"tailor, son of Jacob",,,named,high,
1153,"Enk, Philip – teller B.U.S., son of Jacob",Enk,Philip,Philip,,"teller B.U.S., son of Jacob",son,,,,"teller B.U.S., son of Jacob",,,named,high,
1154,"Erringer, Jacob – weaver",Erringer,Jacob,Jacob,,weaver,,,,,weaver,,,named,high,
1155,"Erston, Peter, wife & 2 childre",Erston,Peter,Peter,,wife,wife,,,,wife,2 childre,2,named,high,
1156,"Escorcio, Anthony John – clerk",Escorcio,Anthony John,Anthony John,,clerk,,,,,clerk,,,named,high,
1157,"Esker, Frederic - baker",Esker,Frederic,Frederic,,baker,,,,,baker,,,named,high,
1158,"Esky, Barbara",Esky,Barbara,Barbara,,,,,,,,,,named,high,
1159,"Essler, Jacob – blacksmith",Essler,Jacob,Jacob,,blacksmith,,,,,blacksmith,,,named,high,
1160,"Estliing, Margaret",Estliing,Margaret,Margaret,,,,,,,,,,named,high,
1161,"Eswin, George's wife",Eswin,,,,,wife,George,,,,,,named,high,
1162,"Etner, Adam",Etner,Adam,Adam,,,,,,,,,,named,high,
1163,"Ettrick, Elizabeth",Ettrick,Elizabeth,Elizabeth,,,,,,,,,,named,high,
1164,"Ettrick, Matthew's wife",Ettrick,,,,,wife,Matthew,,,,,,named,high,
1165,"Eude, Etienne J.'s child",Eude,,,,,child,Etienne J.,,,,,,named,high,
1166,"Evans, James",Evans,James,James,,,,,,,,,,named,high,
1167,"Evans, John's child",Evans,,,,,child,John,,,,,,named,high,
1168,"Evans, Joseph,",Evans,Joseph,Joseph,,,,,,,,,,named,high,
1169,"Evans, Magdalen",Evans,Magdalen,Magdalen,,,,,,,,,,named,high,
1170,"Evans, Mary",Evans,Mary,Mary,,,,,,,,,,named,high,
1171,"Evans, Mary – a hired girl",Evans,Mary,Mary,,a hired girl,,,,,a hired girl,,,named,high,
1172,"Evans, Nancy",Evans,Nancy,Nancy,,,,,,,,,,named,high,
1173,"Evans, Phillis",Evans,Phillis,Phillis,,,,,,,,,,named,high,
1174,"Evans, Phlip – house carpenter",Evans,Phlip,Phlip,,house carpenter,,,,,house carpenter,,,named,high,
1175,"Evans, Rowland",Evans,Rowland,Rowland,,,,,,,,,,named,high,
1176,"Evans, Rowland – merchant",Evans,Rowland,Rowland,,merchant,,,,,merchant,,,named,high,
1177,"Even, John's 2 chldren",Even,John's 2 chldren,John's 2 chldren,,,,,,,,,,named,high,
1178,"Everhardt, Anthony – labourer",Everhardt,Anthony,Anthony,,labourer,,,,,labourer,,,named,high,
1179,"Everly, Israel – shoemaker",Everly,Israel,Israel,,shoemaker,,,,,shoemaker,,,named,high,
1180,"Evil, William",Evil,William,William,,,,,,,,,,named,high,
